,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,RESALE,TARGET(PRICE_IN_LACS)
12131,1,0,3,0,2185.593298,1,240.0
12132,1,1,2,0,655.0392757000002,1,49.2
12133,0,1,3,0,1479.8598949999996,1,84.5
12134,1,1,3,0,1666.666667,0,140.0
12135,0,0,2,0,995.0248756,1,32.0
12136,0,0,3,0,3844.208397,1,380.0
12137,1,1,1,0,617.0150987000002,1,85.0
12138,0,1,2,0,1057.753332,1,100.0
12139,0,0,3,0,1400.437637,1,32.0
12140,1,0,2,0,1250.0,1,42.0
12141,0,1,3,0,2521.273243,1,160.0
12142,0,0,4,0,2200.236267,1,74.5
12143,0,0,2,0,1742.015761,1,42.0
12144,1,1,2,0,1119.512195,0,45.9
12145,0,0,3,0,1518.178186,1,190.0
12146,1,0,3,0,1650.520273,1,46.0
12147,1,0,2,0,927.7504105,1,33.9
12148,0,1,2,0,1150.2838359999996,1,38.5
12149,0,0,2,0,1045.057392,1,61.0
12150,0,0,3,0,1735.015773,1,99.0
12151,0,0,3,0,1645.303233,1,86.0
12152,1,1,3,0,1557.197592,1,56.9
12153,0,0,4,0,2059.378754,1,120.0
12154,1,1,2,0,407.7253219,0,24.7
12155,0,0,3,0,1300.191205,1,34.0
12156,0,1,3,0,1564.812857,1,74.0
12157,1,1,4,0,2219.263205,1,50.0
12158,0,1,4,0,3132.53012,1,130.0
12159,0,0,2,0,785.0834151,1,40.0
12160,0,0,3,0,1850.220264,1,42.0
12161,0,0,2,0,592.0496194,1,42.0
12162,0,1,3,0,1980.0,1,79.2
12163,0,0,3,0,1584.847313,1,82.0
12164,0,0,3,0,2225.886232,1,270.0
12165,0,0,3,0,1480.228378,1,70.0
12166,0,0,3,0,1225.073164,1,180.0
12167,0,0,1,0,647.0181902,1,28.1
12168,1,1,3,0,909.5318943,0,150.0
12169,0,0,1,0,550.0982318,1,28.0
12170,0,0,4,0,2360.346184,1,90.0
12171,0,0,2,0,664.0507093,1,22.0
12172,0,0,3,0,1278.15945,1,80.0
12173,0,0,2,0,1075.037626,1,50.0
12174,0,1,2,0,1025.125628,1,51.0
12175,0,0,3,0,1260.005929,1,85.0
12176,0,1,3,0,1303.538175,1,140.0
12177,1,1,2,0,1000.0,0,33.0
12178,0,0,3,0,1350.048216,1,210.0
12179,0,0,2,0,1125.015801,1,89.0
12180,1,1,2,0,1173.269852,1,69.0
12181,0,0,5,0,1677.279964,0,590.0
12182,1,1,3,0,1931.09197,1,69.5
12183,0,0,2,0,1098.666667,1,41.2
12184,0,0,6,0,3000.0,1,900.0
12185,0,0,2,0,1225.769669,1,430.0
12186,0,0,2,0,1044.129236,1,53.0
12187,0,0,3,0,1265.148488,1,95.0
12188,0,1,3,0,996.8669895,1,35.0
12189,0,1,2,0,1013.824885,1,33.0
12190,0,1,3,0,1664.201183,1,90.0
12191,1,1,3,0,1715.492214,1,130.0
12192,1,0,3,0,2100.25203,1,75.0
12193,1,1,3,0,758.8692848,1,240.0
12194,0,0,2,0,1100.101626,1,43.3
12195,0,0,2,0,927.1277582,1,50.0
12196,1,1,2,0,850.0380614000002,0,67.0
12197,0,0,2,0,1270.098635,1,94.0
12198,0,0,4,0,2325.581395,1,100.0
12199,0,0,3,0,1924.383065,1,85.0
12200,0,0,3,0,1423.7855949999996,1,85.0
12201,0,1,1,0,645.0423885,1,35.0
12202,0,0,3,0,1450.039547,1,55.0
12203,0,0,3,0,1315.032465,1,320.0
12204,0,0,2,0,1017.055234,1,65.0
12205,0,0,2,0,515.1983514,1,130.0
12206,0,0,2,0,870.213824,1,35.0
12207,0,1,3,0,1380.28169,1,53.9
12208,0,0,3,0,1529.902643,1,110.0
12209,0,0,3,0,1599.409449,1,32.5
12210,0,0,2,0,1000.0,1,100.0
12211,0,0,1,0,580.0464037,1,30.0
12212,1,1,2,0,899.8054475,1,37.0
12213,1,1,1,0,580.0464037,1,45.0
12214,0,0,2,0,1063.007344,1,55.0
12215,0,0,3,0,1160.092807,1,35.0
12216,1,1,6,0,3280.182232,1,360.0
12217,1,1,3,0,82138.49061000001,0,7390.0
12218,0,0,2,0,889.0469417000003,1,100.0
12219,0,0,3,0,1794.974073,1,90.0
12220,0,0,2,0,1090.094574,1,21.9
12221,0,0,1,0,575.4614548999998,1,21.2
12222,0,1,1,0,610.0660905,1,24.0
12223,0,0,1,0,740.0,1,18.5
12224,0,0,2,0,820.1202843,1,45.0
12225,0,0,2,0,1280.091708,1,67.0
12226,1,1,1,0,654.8255937999999,0,30.6
12227,1,1,2,0,701.0418506,1,39.7
12228,1,0,3,0,1924.097665,1,290.0
12229,0,0,3,0,1725.163593,1,58.0
12230,0,0,2,0,930.2325581,1,22.0
12231,0,0,2,0,1167.542323,1,220.0
12232,0,1,1,0,645.0012404,1,52.0
12233,0,1,2,0,986.9565217,1,45.4
12234,0,0,2,0,850.0510031,1,25.0
12235,0,0,3,0,1110.143666,1,51.0
12236,0,1,3,0,1595.644828,1,170.0
12237,0,0,3,0,1660.280971,1,65.0
12238,1,0,3,0,1459.380574,1,180.0
12239,0,1,4,0,2799.865606,1,500.0
12240,0,1,4,0,2845.528455,0,140.0
12241,0,0,2,0,1234.132581,0,35.0
12242,0,0,1,0,800.0,1,26.4
12243,0,0,3,0,1920.076803,1,160.0
12244,0,1,3,0,2548.939641,1,250.0
12245,0,0,3,0,2221.100454,1,220.0
12246,0,0,1,0,699.1673552,1,110.0
12247,0,0,3,0,1700.017709,1,480.0
12248,0,0,2,0,1155.042203,1,26.0
12249,0,0,1,0,1065.2463380000004,1,8.0
12250,0,0,2,0,1025.115325,1,60.0
12251,0,0,2,0,980.031851,1,240.0
12252,0,1,3,0,1733.102253,1,250.0
12253,0,0,2,0,947.8672986,1,170.0
12254,0,0,3,0,1074.413052,1,27.0
12255,0,0,2,0,1140.114011,1,76.0
12256,0,0,3,0,1458.837772,1,48.2
12257,0,0,4,0,1890.034364,1,88.0
12258,0,0,2,0,918.1050312,1,50.0
12259,0,0,2,0,840.0537634,1,25.0
12260,1,1,3,0,1391.428571,0,48.7
12261,0,0,3,0,1100.0,1,66.0
12262,0,0,4,0,2663.760746,1,440.0
12263,0,0,2,0,950.2515372,1,34.0
12264,0,0,2,0,1450.209475,1,45.0
12265,1,1,2,0,677.0833332999998,0,65.0
12266,0,0,3,0,2341.076895,1,130.0
12267,0,1,1,0,414.0786749,1,14.0
12268,0,0,3,0,1377.065598,1,55.0
12269,0,1,3,0,3304.347826,1,19.0
12270,0,0,4,0,2650.299902,1,190.0
12271,0,0,2,0,1162.855549,1,41.7
12272,0,0,2,0,858.0523803,1,59.3
12273,1,1,2,0,677.0153296,1,140.0
12274,1,0,3,0,1334.782609,1,61.4
12275,0,0,2,0,950.1187648,1,24.0
12276,0,0,2,0,1107.05913,1,42.5
12277,0,0,2,0,931.5411066,1,29.8
12278,1,1,3,0,1500.0,0,30.0
12279,0,0,2,0,926.1674928,1,35.5
12280,0,1,2,0,1202.086641,1,53.0
12281,0,1,3,0,2620.373403,1,160.0
12282,0,1,1,0,744.0839229,1,61.0
12283,0,0,2,0,1300.390117,1,30.0
12284,0,1,2,0,890.052356,1,42.5
12285,0,1,6,0,3900.011143,1,2100.0
12286,0,0,3,0,1861.356932,1,63.1
12287,0,1,3,0,1474.820144,1,45.1
12288,0,0,1,0,650.026001,1,50.0
12289,1,1,2,0,1049.333333,1,78.7
12290,0,0,3,0,1782.077393,1,140.0
12291,0,1,2,0,854.5454545,1,23.5
12292,0,0,1,0,600.0857265,1,14.0
12293,0,0,2,0,1200.087279,1,55.0
12294,0,0,1,0,650.0691562999998,1,47.0
12295,0,1,3,0,1789.473684,1,68.0
12296,0,0,2,0,1240.149851,1,96.0
12297,0,0,3,0,3117.820807,1,190.0
12298,0,1,2,0,2562.929062,1,56.0
12299,0,1,3,0,3454.8944340000007,1,360.0
12300,1,1,2,0,464.72491910000014,0,35.9
12301,0,0,2,0,1063.1100800000004,1,110.0
12302,1,0,2,0,1175.1538890000004,1,42.0
12303,1,1,2,0,750.0,1,60.0
12304,0,0,3,0,3000.01875,1,1600.0
12305,0,0,1,0,655.0308008,1,31.9
12306,0,1,3,0,1611.170784,1,120.0
12307,0,0,3,0,1500.093756,1,80.0
12308,0,1,2,0,1000.0,1,26.0
12309,0,0,3,0,1500.203832,1,73.6
12310,0,0,1,0,699.9351912000002,1,54.0
12311,1,1,1,0,489.9387577,1,28.0
12312,1,1,2,0,828.7063893,1,100.0
12313,0,0,2,0,850.2772643,1,23.0
12314,0,0,2,0,950.0542888,1,70.0
12315,1,1,3,0,1622.187336,1,62.0
12316,1,0,2,0,607.3656894,1,110.0
12317,0,0,2,0,820.1701094,1,27.0
12318,1,1,2,0,1269.990593,1,40.5
12319,1,1,4,0,2080.332853000001,0,130.0
12320,0,0,2,0,950.1689189,1,45.0
12321,1,0,2,0,1050.06105,1,43.0
12322,0,0,4,0,3000.0,1,96.0
12323,0,0,3,0,1265.365148,1,35.0
12324,0,0,3,0,1765.063907,1,87.0
12325,0,0,2,0,1060.111836,1,91.0
12326,0,0,2,0,1234.060058,1,150.0
12327,0,1,3,0,1625.1354279999996,1,75.0
12328,1,1,2,0,813.0081301,1,320.0
12329,0,0,3,0,2317.497103,1,160.0
12330,0,1,2,0,643.9150032000001,1,200.0
12331,0,1,3,0,1295.097132,1,70.0
12332,0,1,3,0,2015.237159,1,82.0
12333,0,1,3,0,1000.0,1,42.5
12334,0,0,3,0,1659.125189,1,55.0
12335,0,1,3,0,1300.027858,1,140.0
12336,1,1,3,0,2828.282828000001,1,280.0
12337,0,0,1,0,550.1618123,1,17.0
12338,0,0,3,0,1445.02145,1,64.0
12339,0,0,3,0,1185.185185,1,240.0
12340,0,0,3,0,1300.0,1,26.0
12341,0,0,3,0,1724.952741,1,73.0
12342,0,0,3,0,1050.0,1,42.0
12343,1,1,2,0,850.0380614000002,0,67.0
12344,0,0,2,0,996.1040329,1,94.6
12345,0,0,1,0,666.6666667000002,1,100.0
12346,0,0,3,0,1604.857948,1,74.0
12347,0,1,3,0,1740.200387,1,99.0
12348,0,1,2,0,1480.191554,1,68.0
12349,0,0,3,0,1479.13365,1,140.0
12350,0,0,1,0,550.0431406,1,25.5
12351,0,1,2,0,1133.884298,1,34.3
12352,0,0,4,0,2288.091524,1,220.0
12353,1,0,3,0,1270.078446,1,34.0
12354,0,1,2,0,680.0176805,1,200.0
12355,0,0,3,0,1466.083151,1,67.0
12356,0,0,2,0,1287.128713,1,52.0
12357,0,0,3,0,1260.210035,1,54.0
12358,0,0,2,0,874.9756950999998,1,45.0
12359,0,0,3,0,1250.0,1,60.0
12360,0,0,1,0,460.0200736000001,1,27.5
12361,0,0,2,0,1013.451262,1,110.0
12362,0,0,3,0,1462.140992,1,140.0
12363,0,1,3,0,1206.987824,1,22.8
12364,0,0,1,0,490.1960784,1,10.0
12365,0,0,3,0,1676.094699,1,80.0
12366,0,1,2,0,1000.0,1,17.0
12367,0,1,2,0,1126.797905,1,170.0
12368,0,1,2,0,889.7569444000002,1,41.0
12369,0,0,3,0,1000.0,1,27.0
12370,0,1,3,0,1400.0,1,49.0
12371,0,1,2,0,1063.3213859999996,1,26.7
12372,0,0,2,0,1227.253491,1,58.0
12373,0,0,2,0,860.1177002999998,1,57.0
12374,0,0,1,0,625.0,1,19.0
12375,0,1,3,0,1450.209475,1,90.0
12376,1,1,1,0,625.0,1,26.9
12377,0,0,3,0,1300.108342,1,60.0
12378,1,1,2,0,977.1759615,1,140.0
12379,0,0,2,0,956.0550151,1,57.0
12380,1,1,2,0,1245.056394,1,170.0
12381,0,0,2,0,1342.281879,0,100.0
12382,0,1,3,0,1265.022138,1,40.0
12383,0,0,2,0,1157.85411,1,30.0
12384,1,1,2,0,1200.213847,1,44.9
12385,0,0,2,0,1099.830795,1,52.0
12386,0,0,3,0,2803.738318,1,240.0
12387,0,0,2,0,800.0,1,22.0
12388,0,0,2,0,1160.196341,1,26.0
12389,0,0,3,0,1460.11396,1,41.0
12390,1,1,1,0,427.7159966,0,130.0
12391,0,1,2,0,680.0,1,68.0
12392,0,0,3,0,1696.277118,1,190.0
12393,0,1,2,0,1200.0,1,60.0
12394,0,0,1,0,711.0057768999999,1,48.0
12395,1,0,3,0,1510.067114,1,45.0
12396,0,0,2,0,1000.0,1,29.5
12397,0,0,3,0,1236.15761,1,48.0
12398,1,1,3,0,1954.761905,1,82.1
12399,1,0,3,0,1893.222264,1,100.0
12400,0,0,2,0,719.9424046,1,20.0
12401,0,1,2,0,586.4644016,1,150.0
12402,0,0,2,0,1139.04709,1,82.0
12403,0,0,2,0,874.2857142999999,1,30.6
12404,0,0,1,0,650.1182033,1,22.0
12405,1,0,2,0,1160.513527,1,160.0
12406,0,0,4,0,3965.217391,1,570.0
12407,0,1,2,0,1125.137212,1,82.0
12408,0,0,2,0,600.0774293,1,15.5
12409,0,1,3,0,2454.3379,1,430.0
12410,0,0,3,0,1500.0,1,60.0
12411,0,0,1,0,375.0,1,90.0
12412,0,0,3,0,1796.407186,1,150.0
12413,0,0,2,0,1099.680738,1,31.0
12414,0,1,2,0,1212.121212,1,46.0
12415,0,1,2,0,1056.0381539999996,1,62.0
12416,0,0,1,0,450.0818331,1,22.0
12417,0,1,2,0,1185.6003449999996,1,110.0
12418,0,0,3,0,1700.037779,1,90.0
12419,0,0,2,0,898.0144403999999,1,19.9
12420,0,0,3,0,1794.258373,1,75.0
12421,0,0,1,0,619.0800471,1,100.0
12422,0,0,2,0,1230.0123,1,30.0
12423,0,0,3,0,1070.038911,1,44.0
12424,0,0,3,0,1200.0,1,60.0
12425,0,0,2,0,820.0,1,41.0
12426,0,0,1,0,630.0029647000001,1,85.0
12427,0,0,3,0,1694.031796,1,130.0
12428,1,0,2,0,1055.987248,1,53.0
12429,0,0,3,0,1845.574388,1,49.0
12430,0,0,2,0,713.7990331,1,220.0
12431,0,0,1,0,601.0016694,1,36.0
12432,0,0,3,0,1085.236265,1,48.0
12433,0,0,1,0,623.4242494,1,27.2
12434,0,0,3,0,1083.032491,1,60.0
12435,0,0,3,0,1494.768311,1,80.0
12436,0,0,4,0,3168.027294,1,260.0
12437,0,0,3,0,1420.047733,1,59.5
12438,1,1,2,0,1015.037594,1,54.0
12439,0,0,2,0,1000.0,1,80.0
12440,1,1,1,0,644.0369753,1,42.5
12441,0,1,2,0,618.907628,1,120.0
12442,0,0,3,0,1707.317073,1,70.0
12443,0,0,3,0,823.0452675,1,40.0
12444,1,1,2,0,828.6148322,1,120.0
12445,0,0,2,0,1100.151745,1,58.0
12446,0,0,3,0,1000.0,1,41.0
12447,0,0,3,0,1270.065267,1,72.0
12448,1,1,2,0,50582.66103,0,7900.0
12449,0,0,2,0,900.0163639,1,55.0
12450,0,0,2,0,1077.586207,1,240.0
12451,0,0,2,0,1150.012778,1,45.0
12452,1,1,3,0,1020.906387,0,230.0
12453,1,1,3,0,1748.863239,1,150.0
12454,1,1,2,0,503.3432392,0,54.2
12455,0,0,3,0,1801.152738,1,150.0
12456,0,0,1,0,700.152207,1,23.0
12457,0,0,2,0,2166.064982,1,180.0
12458,0,1,3,0,1345.1543869999996,1,88.0
12459,1,0,1,0,425.0190307,1,67.0
12460,0,0,2,0,8723.404255,1,41.0
12461,0,0,1,0,560.0149337,1,60.0
12462,0,0,2,0,1000.0,1,47.0
12463,0,0,1,0,625.0,1,20.0
12464,0,1,4,0,6141.183919,1,970.0
12465,0,0,2,0,1183.151917,1,75.0
12466,0,1,3,0,1780.104712,1,85.0
12467,0,0,5,0,4200.019765,1,1700.0
12468,0,1,2,0,1123.333333,1,33.7
12469,0,0,2,0,940.0705053,1,40.0
12470,1,0,3,0,1000.0,1,30.0
12471,0,1,2,0,750.0,1,22.8
12472,0,1,2,0,950.0886749,1,37.5
12473,0,0,2,0,825.8602711,1,39.6
12474,1,1,2,0,434.9876223,1,36.9
12475,0,0,2,0,1143.0946689999996,1,110.0
12476,0,0,2,0,906.1383566,1,27.9
12477,1,0,2,0,1052.307692,1,34.2
12478,0,1,2,0,950.0113097,1,42.0
12479,0,0,3,0,1170.212766,1,33.0
12480,0,0,3,0,1350.078493,1,43.0
12481,0,1,3,0,2017.032721,1,180.0
12482,0,1,2,0,1160.128225,1,76.0
12483,1,0,3,0,1613.531273,1,66.3
12484,0,0,2,0,935.1325758,1,39.5
12485,0,0,2,0,1000.0,1,35.0
12486,0,1,2,0,1230.0123,1,250.0
12487,0,0,3,0,1909.892262,1,39.0
12488,0,0,1,0,309.9573809,1,8.0
12489,0,0,3,0,1780.063291,1,90.0
12490,0,0,6,0,3200.0,1,80.0
12491,0,0,2,0,1209.302326,1,52.0
12492,0,0,2,0,792.1140644,1,45.0
12493,1,1,2,0,1075.170006,1,58.5
12494,1,1,4,0,2326.122354,1,100.0
12495,0,1,4,0,2528.199144,1,130.0
12496,0,0,1,0,398.1797497,1,7.0
12497,0,0,3,0,1880.242985,1,130.0
12498,0,1,4,0,4398.826979,1,330.0
12499,0,0,1,0,618.0469716,1,25.0
12500,0,0,2,0,899.0053558000002,1,47.0
12501,0,0,2,0,1071.046055,1,60.0
12502,0,0,1,0,600.0648719,1,18.5
12503,0,0,1,0,636.0078278,1,52.0
12504,0,0,3,0,1440.819243,0,60.5
12505,0,0,3,0,1150.054765,1,42.0
12506,0,0,3,0,1659.7164300000004,1,59.7
12507,0,0,1,0,339.2857143,1,9.5
12508,0,1,2,0,913.7983552,1,30.0
12509,1,1,2,0,794.7976879,1,22.0
12510,0,0,3,0,1896.964856,1,95.0
12511,0,0,3,0,1450.176093,1,70.0
12512,0,0,2,0,949.754902,1,31.0
12513,0,0,3,0,1666.025887,1,130.0
12514,0,1,3,0,1700.1545600000004,1,55.0
12515,0,0,2,0,925.0693802,1,30.0
12516,0,0,2,0,1350.135014,1,60.0
12517,0,0,2,0,1054.969461,1,57.0
12518,0,0,2,0,807.3196986,1,30.0
12519,0,0,1,0,625.0,1,43.0
12520,0,0,3,0,1689.655172,1,53.9
12521,0,0,2,0,1000.0,1,500.0
12522,0,0,3,0,1179.025752,1,190.0
12523,0,1,3,0,1649.892757,1,100.0
12524,0,0,3,0,1250.0,1,50.0
12525,0,0,2,0,712.1057986000002,1,28.0
12526,0,0,3,0,1358.152912,1,170.0
12527,0,0,2,0,1114.9653119999996,1,45.0
12528,0,1,2,0,1124.137931,1,32.6
12529,0,0,3,0,1664.239651,1,160.0
12530,0,0,2,0,1245.274628,1,56.0
12531,0,0,3,0,2700.270027,1,150.0
12532,0,0,3,0,1225.204201,1,42.0
12533,0,1,4,0,1746.023432,1,1000.0
12534,1,1,3,0,1671.595731,1,260.0
12535,0,0,2,0,866.6666667000003,1,130.0
12536,0,0,3,0,1546.391753,1,51.0
12537,1,1,3,0,1843.204719,1,150.0
12538,1,1,2,0,800.0,1,150.0
12539,0,0,2,0,970.0044769,1,65.0
12540,1,1,3,0,1344.250275,0,110.0
12541,0,0,2,0,614.0106056,1,22.0
12542,1,1,2,0,726.7720307,1,60.7
12543,0,0,2,0,1250.0,1,70.0
12544,0,0,2,0,650.0072223,1,180.0
12545,0,0,2,0,980.0078401,1,25.0
12546,0,0,2,0,1125.082727,1,85.0
12547,0,0,1,0,638.4615385,1,24.9
12548,1,1,3,0,1691.3869370000002,1,260.0
12549,1,1,2,0,1050.153902,1,58.0
12550,0,0,2,0,1230.138391,1,48.0
12551,0,0,3,0,1533.166458,1,98.0
12552,0,0,3,0,1741.75569,1,150.0
12553,0,1,3,0,3706.34355,1,260.0
12554,0,1,2,0,591.9395466,1,23.5
12555,0,0,3,0,1799.775028,1,32.0
12556,0,1,2,0,1043.131294,1,54.9
12557,0,0,3,0,1654.70852,1,36.9
12558,0,0,1,0,635.0550381,1,45.0
12559,0,0,3,0,1428.262281,1,66.0
12560,0,0,2,0,800.0,1,32.0
12561,0,1,2,0,1112.522686,1,61.3
12562,0,1,2,0,1029.442042,1,200.0
12563,0,1,4,0,2090.492554,1,73.0
12564,0,1,3,0,1462.056841,1,49.9
12565,0,0,2,0,1160.092807,1,75.0
12566,0,0,4,0,1532.912534,1,68.0
12567,0,0,5,0,3625.290023,1,250.0
12568,0,0,2,0,749.6940024,1,24.5
12569,0,1,3,0,1380.145278,1,57.0
12570,0,0,2,0,1260.005929,1,85.0
12571,0,1,3,0,1274.813331,0,140.0
12572,0,0,4,0,2800.33604,1,200.0
12573,0,0,3,0,1200.0,1,24.0
12574,0,1,3,0,1469.004015,1,300.0
12575,0,0,1,0,431.54761900000005,1,8.7
12576,0,0,2,0,1330.180313,1,90.0
12577,0,1,2,0,1200.107875,1,89.0
12578,0,1,2,0,1421.052632,1,81.0
12579,0,0,2,0,1296.018032,1,69.0
12580,0,0,2,0,1066.666667,1,160.0
12581,0,0,3,0,1622.971286,1,91.0
12582,0,0,2,0,1200.082764,1,58.0
12583,0,1,3,0,1294.117647,1,110.0
12584,0,0,3,0,1400.0,1,56.0
12585,0,0,2,0,1519.525908,1,100.0
12586,0,0,4,0,4307.692308,0,560.0
12587,0,1,2,0,1063.183475,1,140.0
12588,0,0,1,0,550.017188,1,32.0
12589,0,1,2,0,752.8011204,0,21.5
12590,0,1,3,0,1980.079203,1,330.0
12591,0,1,2,0,910.2787456,1,20.9
12592,0,1,3,0,957.9854934,1,140.0
12593,0,0,4,0,4009.970738,1,370.0
12594,0,0,3,0,1656.804734,1,42.0
12595,1,1,1,0,700.0577367000002,1,48.5
12596,0,0,1,0,550.0045834,1,60.0
12597,0,0,1,0,549.8059507999999,1,8.5
12598,0,1,3,0,1620.482904,1,100.0
12599,0,1,2,0,929.0540541,1,71.5
12600,0,0,2,0,680.0,1,170.0
12601,0,1,3,0,1850.220264,1,42.0
12602,0,0,2,0,1200.075005,1,64.0
12603,0,0,2,0,753.3193132,1,240.0
12604,0,0,3,0,2137.259558,1,90.0
12605,1,1,2,0,1000.0,0,32.0
12606,0,0,2,0,953.1703274,1,46.0
12607,0,0,2,0,1134.9979970000004,1,170.0
12608,0,0,2,0,900.090009,1,60.0
12609,0,0,2,0,1296.036289,1,120.0
12610,0,1,3,0,1608.680675,1,46.7
12611,0,1,2,0,1304.844234,1,80.0
12612,0,0,2,0,900.1058947999999,1,25.5
12613,0,0,2,0,974.9303621,1,84.0
12614,1,0,2,0,744.9714428,1,30.0
12615,0,0,3,0,1701.837985,1,75.0
12616,0,0,2,0,1395.186606,1,80.0
12617,0,1,4,0,2584.236159,1,260.0
12618,0,1,3,0,1580.066849,1,52.0
12619,0,1,2,0,1289.2470130000004,1,46.4
12620,1,1,3,0,1409.495549,1,47.5
12621,0,0,3,0,1760.082023,1,51.5
12622,0,0,1,0,560.0416775,1,21.5
12623,0,0,1,0,550.0278103999998,1,89.0
12624,0,0,2,0,1450.245426,1,65.0
12625,0,1,2,0,600.0600059999998,1,20.0
12626,1,1,2,0,850.0,1,170.0
12627,0,1,2,0,1105.146827,1,70.0
12628,0,0,3,0,1115.004779,1,35.0
12629,0,0,3,0,1908.665105,1,65.2
12630,0,1,1,0,750.0394758,1,95.0
12631,0,0,3,0,1800.0,1,57.6
12632,0,0,3,0,2575.713026000001,1,87.6
12633,0,0,3,0,1900.337838,1,90.0
12634,0,0,2,0,674.8357308,1,38.0
12635,0,0,2,0,1000.0,1,70.0
12636,0,0,3,0,1724.1379309999998,1,130.0
12637,0,1,3,0,1350.135014,1,75.0
12638,0,0,2,0,1156.186613,1,57.0
12639,0,0,1,0,490.0759618,1,20.0
12640,0,1,3,0,1136.363636,0,100.0
12641,0,0,2,0,1200.0,1,33.0
12642,0,0,1,0,700.1166861,1,24.0
12643,0,0,3,0,1726.47258,1,51.0
12644,1,1,3,0,839.2973324999998,0,64.5
12645,0,0,2,0,1242.015614,1,35.0
12646,0,0,3,0,2240.143369000001,1,450.0
12647,0,0,2,0,1310.043668,1,75.0
12648,0,0,1,0,685.0459482000001,1,41.0
12649,0,1,3,0,1505.32654,1,65.0
12650,0,0,2,0,1015.046573,1,85.0
12651,0,0,2,0,1260.636621,1,160.0
12652,0,0,2,0,1650.4854369999996,1,34.0
12653,0,0,1,0,520.0,1,39.0
12654,0,1,3,0,1553.852703,1,73.0
12655,1,1,1,0,463.6068614,0,100.0
12656,1,0,3,0,1935.015722,1,240.0
12657,0,0,4,0,3559.3220340000007,1,420.0
12658,1,1,2,0,891.5834522,1,100.0
12659,0,0,3,0,1474.193548,1,45.7
12660,0,0,1,0,587.4630784,1,17.9
12661,0,1,2,0,1172.208014,1,55.0
12662,0,1,1,0,747.1264368,1,15.6
12663,0,0,3,0,3417.4553100000007,0,390.0
12664,0,0,1,0,763.0939993,1,44.0
12665,1,0,2,0,862.8954937999998,1,54.0
12666,1,1,2,0,828.7063893,1,100.0
12667,0,0,3,0,1783.21233,1,140.0
12668,0,0,2,0,1060.180854,1,34.0
12669,0,1,1,0,675.9294029,1,36.0
12670,0,0,3,0,1700.198356,1,60.0
12671,1,1,3,0,1269.990593,0,27.0
12672,0,0,2,0,1020.176831,1,45.0
12673,1,1,3,0,999.2254067,1,25.8
12674,0,0,1,0,555.1252258999998,1,21.5
12675,0,1,3,0,886.9572929999998,1,200.0
12676,0,0,4,0,2852.128126,1,130.0
12677,1,0,3,0,1250.0,1,130.0
12678,0,0,3,0,1680.2263879999996,1,95.0
12679,1,0,2,0,889.4736842,1,33.8
12680,0,1,3,0,1720.1631489999993,1,97.0
12681,0,1,2,0,1067.140952,1,48.0
12682,0,0,2,0,1210.165389,1,60.0
12683,0,0,4,0,4040.40404,0,400.0
12684,0,1,3,0,1744.5414850000002,0,79.9
12685,0,0,3,0,1750.18423,1,95.0
12686,1,1,2,0,1225.004504,1,68.0
12687,0,0,2,0,1100.141044,1,78.0
12688,0,1,2,0,1018.14059,1,44.9
12689,0,1,3,0,1595.041699,1,350.0
12690,0,0,1,0,560.0497822000002,1,18.0
12691,0,1,2,0,1095.088819,1,52.4
12692,0,1,3,0,1479.394153,0,42.0
12693,0,0,2,0,1170.242407,1,42.0
12694,0,0,3,0,1500.110302,1,68.0
12695,0,0,2,0,1100.352113,1,25.0
12696,0,1,2,0,875.8233716,1,35.9
12697,0,0,2,0,1047.120419,1,30.0
12698,0,0,4,0,2888.888889,1,130.0
12699,0,0,4,0,3180.071552,1,240.0
12700,0,0,2,0,1127.219417,1,69.2
12701,1,1,3,0,997.0089731,0,110.0
12702,0,0,3,0,1655.359566,1,61.0
12703,0,0,3,0,1600.0,1,100.0
12704,0,1,1,0,657.1899463999998,1,31.9
12705,0,0,2,0,1145.155113,1,29.9
12706,0,1,3,0,2666.666667,1,200.0
12707,0,0,2,0,950.0577738,1,74.0
12708,0,0,3,0,1300.108342,1,48.0
12709,0,0,2,0,736.0581919,1,42.5
12710,0,0,2,0,1184.475806,1,23.5
12711,0,0,1,0,650.0413662999998,1,55.0
12712,0,0,2,0,711.8927973,1,34.0
12713,0,0,3,0,1290.084777,1,70.0
12714,0,0,2,0,1010.10101,1,32.0
12715,1,1,2,0,804.0809268999999,1,46.5
12716,0,0,1,0,625.0,1,97.0
12717,0,1,2,0,930.1405106,1,47.0
12718,0,0,3,0,1576.182137,1,45.0
12719,0,0,2,0,1160.003093,1,450.0
12720,0,0,3,0,1165.740931,1,170.0
12721,0,0,3,0,1252.435291,1,180.0
12722,0,0,3,0,1659.622429,1,58.9
12723,0,0,2,0,1050.080775,1,65.0
12724,0,0,3,0,2297.090352,1,240.0
12725,0,0,4,0,3584.229391,1,290.0
12726,0,0,2,0,1300.108342,1,48.0
12727,1,1,2,0,656.3833279,0,140.0
12728,1,1,3,0,923.1468849,1,20.3
12729,0,1,3,0,745.049505,1,30.1
12730,0,0,3,0,1585.048498,1,67.0
12731,0,0,8,0,4049.988429,1,350.0
